image_uid,model,top1,top2,top3,top4,top5,p1,p2,p3,p4,p5,entropy
img_0161,resnet50,face powder,wig,lipstick,ski mask,brassiere,0.3984385132789612,0.07693969458341599,0.056070830672979355,0.01650988683104515,0.009858503937721252,4.118000507354736
img_0162,resnet50,punching bag,teddy,comic book,mask,soccer ball,0.0465339832007885,0.023216664791107178,0.02276761457324028,0.016527514904737473,0.01633496582508087,6.205445289611816
img_0163,resnet50,wig,lipstick,face powder,perfume,brassiere,0.211872398853302,0.02001754567027092,0.014056622050702572,0.014001820236444473,0.013811692595481873,5.524637222290039
img_0164,resnet50,prison,barbershop,bulletproof vest,whistle,crutch,0.11239537596702576,0.09689086675643921,0.053927890956401825,0.03454750403761864,0.01841985248029232,5.464677810668945
img_0165,resnet50,oboe,brassiere,French horn,hoopskirt,bassoon,0.0406264066696167,0.018098417669534683,0.018098417669534683,0.017405077815055847,0.015180978924036026,6.169105529785156
img_0166,resnet50,ping-pong ball,torch,lab coat,suit,ballplayer,0.06362006813287735,0.01669381558895111,0.015805386006832123,0.01543925516307354,0.014503838494420052,5.959164619445801
img_0167,resnet50,rock beauty,coral reef,balloon,goldfish,scuba diver,0.29682520031929016,0.15101242065429688,0.006926335860043764,0.0050575281493365765,0.0037621078081429005,4.738836288452148
img_0168,resnet50,shield,military uniform,comic book,bobsled,ski,0.23959258198738098,0.05537322536110878,0.026724493131041527,0.02041049487888813,0.012847620993852615,5.245269775390625
img_0169,resnet50,daisy,pot,vase,greenhouse,picket fence,0.2145625352859497,0.06938668340444565,0.05510421842336655,0.030431438237428665,0.022351255640387535,5.169842720031738
img_0170,resnet50,face powder,paintbrush,lipstick,drumstick,matchstick,0.13152115046977997,0.10609383136034012,0.05768221616744995,0.010504712350666523,0.005700169131159782,5.692689895629883
img_0171,resnet50,wool,sombrero,bearskin,wig,flute,0.049124982208013535,0.04687538370490074,0.041206106543540955,0.019087910652160645,0.01905066706240177,5.979480743408203
img_0172,resnet50,reflex camera,lens cap,ping-pong ball,tripod,Polaroid camera,0.4272807836532593,0.025114791467785835,0.007964701391756535,0.003316940739750862,0.003100799862295389,4.529515266418457
img_0173,resnet50,lipstick,pencil sharpener,face powder,rubber eraser,Band Aid,0.5125422477722168,0.013368467800319195,0.01300787553191185,0.012053838931024075,0.005660565569996834,3.9087576866149902
img_0174,resnet50,jeep,gar,pickup,limousine,barracouta,0.34519141912460327,0.02349057048559189,0.01399949099868536,0.009362171404063702,0.0069573745131492615,4.981468200683594
img_0175,resnet50,suit,Windsor tie,bow tie,military uniform,television,0.18328873813152313,0.15195170044898987,0.03443893417716026,0.013645455241203308,0.01098586618900299,5.06555700302124
img_0176,resnet50,street sign,traffic light,cab,minibus,obelisk,0.08986668288707733,0.08409281075000763,0.038802456110715866,0.03010156936943531,0.016112208366394043,5.6758198738098145
img_0177,resnet50,chimpanzee,orangutan,hippopotamus,warthog,gorilla,0.2806049585342407,0.05190670117735863,0.043880898505449295,0.02303345687687397,0.018946805968880653,4.923329830169678
img_0178,resnet50,suit,Windsor tie,banjo,bow tie,bolo tie,0.2025776356458664,0.03617857024073601,0.018990440294146538,0.015651648864150047,0.012650360353291035,5.54840087890625
img_0179,resnet50,comic book,piggy bank,punching bag,book jacket,breastplate,0.4943256974220276,0.0340358130633831,0.019621621817350388,0.009732397273182869,0.008005651645362377,3.8394241333007812
img_0180,resnet50,syringe,spotlight,oxygen mask,barbell,solar dish,0.05968550592660904,0.019953129813075066,0.017712054774165154,0.011752773076295853,0.011040708981454372,6.422004699707031
img_0181,resnet50,hook,safety pin,can opener,combination lock,trombone,0.35852140188217163,0.07087335735559464,0.05694834142923355,0.0492846854031086,0.03169652447104454,4.1231279373168945
img_0182,resnet50,goblet,red wine,wine bottle,corkscrew,beer glass,0.207265242934227,0.10922111570835114,0.059150975197553635,0.011693105101585388,0.005654416047036648,5.276259422302246
img_0183,resnet50,spatula,ladle,plate,chocolate sauce,wooden spoon,0.08708593249320984,0.038871243596076965,0.033313337713479996,0.007639267016202211,0.007433210499584675,6.24835205078125
img_0184,resnet50,stopwatch,digital watch,analog clock,magnetic compass,buckle,0.31160274147987366,0.04300259053707123,0.023062629625201225,0.007560816127806902,0.004405879881232977,5.138433456420898
img_0185,resnet50,mailbag,backpack,apron,purse,velvet,0.3970697820186615,0.05901915207505226,0.03916195407509804,0.021711932495236397,0.007159835658967495,4.375484466552734
img_0186,resnet50,dial telephone,pay-phone,radio,corkscrew,nematode,0.5087010264396667,0.002706164726987481,0.0017974205547943711,0.0017050907481461763,0.001253577065654099,4.071225166320801
img_0187,resnet50,space bar,computer keyboard,typewriter keyboard,desktop computer,mouse,0.26635703444480896,0.15967154502868652,0.08921843022108078,0.02010268159210682,0.014764999970793724,4.436212539672852
img_0188,resnet50,ping-pong ball,balloon,croquet ball,maraca,candle,0.36010074615478516,0.10520544648170471,0.06819159537553787,0.019084639847278595,0.008402854204177856,4.216756820678711
img_0189,resnet50,Band Aid,spatula,ice lolly,hand blower,hair slide,0.059018198400735855,0.04009000584483147,0.024221019819378853,0.023338666185736656,0.01765139028429985,5.95363712310791
img_0190,resnet50,Band Aid,ice lolly,ear,sunscreen,abacus,0.08028590679168701,0.05919911712408066,0.03181102126836777,0.026372265070676804,0.020299457013607025,5.767336845397949
img_0191,resnet50,Band Aid,seat belt,bow tie,ice lolly,bath towel,0.07115969806909561,0.04199635609984398,0.029090026393532753,0.023742588236927986,0.02278847247362137,5.701268196105957
img_0192,resnet50,cellular telephone,face powder,notebook,wool,wig,0.1588212549686432,0.10134804993867874,0.05510197952389717,0.05216950550675392,0.03599587827920914,4.463325500488281
img_0193,resnet50,soccer ball,tricycle,Band Aid,barrow,swing,0.06389597058296204,0.05660869553685188,0.028800170868635178,0.024730507284402847,0.023141587153077126,5.799691200256348
img_0194,resnet50,bow tie,suit,bolo tie,Windsor tie,oboe,0.04810182750225067,0.02883533015847206,0.021638887003064156,0.015314328484237194,0.010525373741984367,6.322943687438965
img_0195,resnet50,stethoscope,lab coat,face powder,brassiere,cellular telephone,0.05460219830274582,0.04670373350381851,0.04652165621519089,0.036515265703201294,0.032477349042892456,5.586150169372559
img_0196,resnet50,torch,maraca,cellular telephone,mortarboard,Band Aid,0.027941487729549408,0.01570439524948597,0.013995087705552578,0.013019402511417866,0.01187747623771429,6.37927770614624
img_0197,resnet50,French horn,hair spray,bikini,revolver,bubble,0.02494574710726738,0.020083658397197723,0.019126567989587784,0.017897699028253555,0.017654668539762497,6.028635501861572
img_0198,resnet50,picket fence,worm fence,barn,park bench,dogsled,0.15657249093055725,0.13763605058193207,0.03143903613090515,0.02829207107424736,0.01101460587233305,5.280403137207031
img_0199,resnet50,rapeseed,golf ball,lakeside,hay,stone wall,0.5758440494537354,0.01766281947493553,0.015226302668452263,0.014082027599215508,0.008675685152411461,3.3462140560150146
img_0200,resnet50,pier,boathouse,lakeside,seashore,sandbar,0.3349679708480835,0.06858661770820618,0.06519065797328949,0.0310354046523571,0.017787357792258263,4.304084300994873
img_0201,resnet50,cliff,cliff dwelling,stupa,megalith,monastery,0.3281630575656891,0.0955008938908577,0.024335790425539017,0.017290396615862846,0.008952637203037739,4.655806064605713
img_0202,resnet50,beacon,breakwater,picket fence,promontory,lifeboat,0.3388543725013733,0.011663097888231277,0.0027486702892929316,0.0025670514442026615,0.0023811000864952803,5.154017448425293
img_0203,resnet50,valley,alp,cliff,lakeside,dam,0.3096267879009247,0.2989305853843689,0.03077719360589981,0.02879977971315384,0.008817813359200954,3.495558261871338
img_0204,resnet50,coral reef,seashore,sandbar,promontory,lakeside,0.4891696572303772,0.06672114133834839,0.06122675910592079,0.056625500321388245,0.024164795875549316,3.3208985328674316
img_0205,resnet50,lakeside,dam,boathouse,valley,promontory,0.43701037764549255,0.14022359251976013,0.046060554683208466,0.030682945623993874,0.015129941515624523,3.4556355476379395
img_0206,resnet50,mailbag,stole,abaya,poncho,wool,0.1314316838979721,0.0743047371506691,0.06355620920658112,0.018067454919219017,0.017375299707055092,5.496787071228027
img_0207,resnet50,zebra,drumstick,tabby,nipple,carousel,0.3153243064880371,0.0015620271442458034,0.0013108706334605813,0.0012867719633504748,0.0012569640530273318,5.341309070587158
img_0208,resnet50,porcupine,beaver,quill,tick,baboon,0.46981143951416016,0.0013358107535168529,0.0011851976159960032,0.0011560479179024696,0.0011403501266613603,4.341485500335693
img_0209,resnet50,red fox,grey fox,kit fox,dhole,coyote,0.5101942420005798,0.04139138385653496,0.03391488641500473,0.009289939887821674,0.007493892684578896,3.7612171173095703
img_0210,resnet50,hartebeest,gazelle,impala,ox,zebra,0.09810691326856613,0.07434482872486115,0.05050111189484596,0.04875652864575386,0.027349933981895447,5.726417064666748
img_0211,resnet50,peacock,ear,American egret,sea urchin,wreck,0.5734875202178955,0.0011865763226523995,0.0008299832115881145,0.0008259404567070305,0.0007758992724120617,3.622978687286377
img_0212,resnet50,brambling,robin,partridge,water ouzel,goldfinch,0.46126532554626465,0.05175253748893738,0.005738826002925634,0.005380609072744846,0.005134212784469128,4.15441370010376
img_0213,resnet50,electric ray,stingray,killer whale,pitcher,hammerhead,0.3112580180168152,0.1978476345539093,0.05181363970041275,0.015557276085019112,0.005997864063829184,4.087183952331543
img_0214,resnet50,tabby,tiger cat,velvet,quilt,Egyptian cat,0.12574364244937897,0.11183871328830719,0.01932111196219921,0.016819290816783905,0.014842972159385681,5.650151252746582
img_0215,resnet50,magpie,jay,bulbul,Border collie,robin,0.3099992573261261,0.008967448025941849,0.00680876336991787,0.004611541051417589,0.003457259386777878,5.308191776275635
img_0216,resnet50,beach wagon,grille,passenger car,convertible,car wheel,0.3955226242542267,0.08999365568161011,0.029216665774583817,0.021085115149617195,0.017175590619444847,4.20824670791626
img_0217,resnet50,car wheel,sports car,beach wagon,grille,convertible,0.3627861440181732,0.13346156477928162,0.04118327796459198,0.031086768954992294,0.02587270364165306,3.948535919189453
img_0218,resnet50,sports car,racer,car wheel,convertible,beach wagon,0.31471702456474304,0.1104760691523552,0.05936501920223236,0.025632508099079132,0.023157041519880295,4.394951820373535
img_0219,resnet50,racer,sports car,car wheel,passenger car,beach wagon,0.4411550760269165,0.046316128224134445,0.04559806361794472,0.02670121192932129,0.008500947616994381,4.015354156494141
img_0220,resnet50,racer,sports car,car wheel,jeep,cab,0.1657252013683319,0.09045588225126266,0.049180012196302414,0.019109291955828667,0.01812768541276455,5.36854362487793
img_0221,resnet50,jeep,grille,pickup,cab,convertible,0.16729798913002014,0.15839456021785736,0.02481810562312603,0.02400759793817997,0.01777137629687786,5.117109298706055
img_0222,resnet50,grille,convertible,loudspeaker,minivan,sports car,0.19671085476875305,0.10325520485639572,0.05012638121843338,0.04858415201306343,0.045285411179065704,4.861311912536621
img_0223,resnet50,Model T,pickup,tow truck,car wheel,convertible,0.6609172224998474,0.011505755595862865,0.006951386574655771,0.006504763849079609,0.004038900136947632,2.885230541229248
img_0224,resnet50,cassette player,recreational vehicle,tape player,odometer,radio,0.28162291646003723,0.15983830392360687,0.06162315979599953,0.059031371027231216,0.04438549652695656,3.761866807937622
img_0225,resnet50,broccoli,plate,wok,meat loaf,hot pot,0.2610471546649933,0.07899531722068787,0.05471845716238022,0.01149203535169363,0.011313867755234241,4.960049629211426
img_0226,resnet50,bagel,French loaf,cheeseburger,meat loaf,burrito,0.14441880583763123,0.08932208269834518,0.08828144520521164,0.07610336691141129,0.03902192413806915,5.045543670654297
img_0227,resnet50,strawberry,Granny Smith,orange,lemon,ice cream,0.17698432505130768,0.0685005933046341,0.020327987149357796,0.014727743342518806,0.014414702542126179,5.673821926116943
img_0228,resnet50,burrito,meat loaf,cheeseburger,French loaf,butternut squash,0.16131722927093506,0.09336325526237488,0.03999848663806915,0.022003144025802612,0.010598543100059032,5.57182502746582
img_0229,resnet50,cucumber,zucchini,spaghetti squash,butternut squash,acorn squash,0.13908061385154724,0.1013568565249443,0.07532201707363129,0.0586608424782753,0.047319792211055756,4.700392246246338
img_0230,resnet50,ice cream,trifle,plate,chocolate sauce,strawberry,0.14167137444019318,0.10364899784326553,0.08865568786859512,0.05151079222559929,0.035264793783426285,5.215681552886963
img_0231,resnet50,trifle,confectionery,cup,Granny Smith,banana,0.11361554265022278,0.03332333266735077,0.03293510526418686,0.0158952996134758,0.012648110277950764,5.98224401473999
img_0232,resnet50,strawberry,trifle,banana,ice cream,tray,0.3881496787071228,0.037836186587810516,0.012307627126574516,0.009641517885029316,0.007732060272246599,4.622426509857178
img_0233,resnet50,French loaf,hamper,hotdog,bakery,plate,0.1110353171825409,0.04451320320367813,0.034938812255859375,0.030355365946888924,0.024438908323645592,5.598904132843018
img_0234,resnet50,suit,Windsor tie,bow tie,groom,torch,0.16025450825691223,0.12726792693138123,0.015319200232625008,0.013335572555661201,0.010487674735486507,5.403805255889893
img_0235,resnet50,bell cote,church,stupa,analog clock,palace,0.09585072100162506,0.08727307617664337,0.07671795040369034,0.04286709427833557,0.04220249876379967,5.220699310302734
img_0236,resnet50,lakeside,seashore,breakwater,castle,airship,0.10306914150714874,0.06865885108709335,0.035619743168354034,0.023223521187901497,0.021436339244246483,5.686561107635498
img_0237,resnet50,alp,airship,lakeside,seashore,airliner,0.09030814468860626,0.08254832774400711,0.060393646359443665,0.04216155782341957,0.03060600906610489,5.512906551361084
img_0238,resnet50,pier,paddlewheel,container ship,seashore,steel arch bridge,0.10598470270633698,0.05226168781518936,0.0278102345764637,0.026381678879261017,0.020869625732302666,5.956869125366211
img_0239,resnet50,pier,fireboat,suspension bridge,container ship,liner,0.4785190224647522,0.08282995223999023,0.00895471591502428,0.005378528032451868,0.004511517006903887,3.8632967472076416
img_0240,resnet50,pier,fireboat,promontory,suspension bridge,container ship,0.2225872427225113,0.060851965099573135,0.05806535482406616,0.05584090203046799,0.021528584882616997,5.177378177642822
img_0241,resnet50,suspension bridge,valley,cliff,worm fence,trailer truck,0.08009886741638184,0.048016417771577835,0.034182000905275345,0.025801928713917732,0.021224085241556168,5.912220478057861
img_0242,resnet50,thatch,hartebeest,Arabian camel,alp,tile roof,0.0752699002623558,0.030650312080979347,0.0301162451505661,0.02173432521522045,0.019031211733818054,6.0734405517578125
img_0243,resnet50,megalith,obelisk,brass,hook,castle,0.41866686940193176,0.0016326436307281256,0.0015270014991983771,0.0013917092001065612,0.0013383935438469052,4.679365158081055
img_0244,resnet50,volcano,cliff,valley,alp,wing,0.21433725953102112,0.12212569266557693,0.10324264317750931,0.045992955565452576,0.011927884072065353,4.737173080444336
img_0245,resnet50,cliff,cliff dwelling,coral fungus,valley,seashore,0.680255651473999,0.05806314945220947,0.011613359674811363,0.004005638882517815,0.0038823981303721666,2.4628515243530273
img_0246,resnet50,geyser,dam,promontory,valley,seashore,0.056851308792829514,0.05156189575791359,0.03509354963898659,0.03355196490883827,0.028980150818824768,6.166871070861816
img_0247,resnet50,bell cote,church,castle,vault,monastery,0.25595545768737793,0.07107625901699066,0.07052314281463623,0.024277128279209137,0.018505172803997993,4.815554618835449
img_0248,resnet50,cliff,pedestal,megalith,monastery,fountain,0.06577366590499878,0.04664051532745361,0.02747214585542679,0.02616295777261257,0.02580769546329975,5.767233848571777
img_0249,resnet50,monastery,palace,dome,church,castle,0.09550461918115616,0.0856097862124443,0.07674011588096619,0.055273834615945816,0.019979795441031456,5.545650482177734
img_0250,resnet50,matchstick,jellyfish,paper towel,toilet tissue,nail,0.19080904126167297,0.045498501509428024,0.02567233145236969,0.023102596402168274,0.02208775095641613,5.418959617614746
img_0251,resnet50,schooner,yawl,liner,fireboat,catamaran,0.18026691675186157,0.07086983323097229,0.041176848113536835,0.025417914614081383,0.0220834668725729,5.3034162521362305
img_0252,resnet50,book jacket,cloak,mask,bow tie,Band Aid,0.08746903389692307,0.026160575449466705,0.017056291922926903,0.014251066371798515,0.013519017025828362,6.056647777557373
img_0253,resnet50,flagpole,tank,half track,military uniform,pole,0.3923616111278534,0.08452333509922028,0.04200584813952446,0.015912512317299843,0.015574289485812187,4.174242973327637
img_0254,resnet50,hair spray,hand blower,perfume,brassiere,bikini,0.09757616370916367,0.07308116555213928,0.03631939738988876,0.03230314329266548,0.01742623746395111,5.545008659362793
img_0255,resnet50,basketball,maillot,knee pad,brassiere,pole,0.48004770278930664,0.003107586642727256,0.0022869196254760027,0.0016232533380389214,0.001581012038514018,4.253937721252441
img_0256,resnet50,notebook,screen,laptop,modem,space bar,0.3655215799808502,0.03719480335712433,0.03256886079907417,0.03071535937488079,0.0244884192943573,4.448184967041016
img_0257,resnet50,basketball,maillot,ballplayer,jersey,racket,0.14407365024089813,0.053209174424409866,0.045690350234508514,0.03202184662222862,0.02613546885550022,5.3431196212768555
img_0258,resnet50,Saluki,groenendael,giant schnauzer,whippet,Afghan hound,0.10978852957487106,0.01834750361740589,0.01703508011996746,0.013449563644826412,0.01212695986032486,6.224289894104004
img_0259,resnet50,redbone,black-and-tan coonhound,Walker hound,bloodhound,basset,0.09479694813489914,0.0690845400094986,0.06722110509872437,0.060966890305280685,0.04477890580892563,5.0300068855285645
img_0260,resnet50,horse cart,sorrel,moving van,jeep,tow truck,0.14516514539718628,0.0634179562330246,0.03571348264813423,0.02157687209546566,0.01398560032248497,5.552482604980469
img_0261,resnet50,ox,ibex,sorrel,oxcart,ram,0.07257719337940216,0.032841138541698456,0.02478979341685772,0.02039152756333351,0.02007538639008999,6.21567440032959
img_0262,resnet50,sorrel,barrel,cowboy hat,worm fence,picket fence,0.13285823166370392,0.04811806231737137,0.04793047159910202,0.042298488318920135,0.01858743466436863,5.708047389984131
img_0263,resnet50,breastplate,shield,throne,cuirass,shoe shop,0.12347527593374252,0.07879284769296646,0.053313907235860825,0.03810172900557518,0.03810172900557518,5.312563896179199
img_0264,resnet50,suit,Windsor tie,oboe,groom,notebook,0.4619733989238739,0.118644580245018,0.007083533797413111,0.00706971250474453,0.006693469360470772,3.7515196800231934
img_0265,resnet50,pickup,snowplow,jeep,car wheel,racer,0.16441333293914795,0.08139050006866455,0.06853767484426498,0.06095866858959198,0.051332347095012665,5.038460731506348
img_0266,resnet50,gown,jean,sarong,cloak,stole,0.048635151237249374,0.024937625974416733,0.024647094309329987,0.02279483713209629,0.02158171683549881,6.093052864074707
img_0267,resnet50,zebra,hartebeest,hyena,ostrich,prison,0.48935258388519287,0.0016053739236667752,0.0012588425306603312,0.0012106169015169144,0.0009282122482545674,4.212241172790527
img_0268,resnet50,crane,harvester,forklift,thresher,tractor,0.24560602009296417,0.07403293251991272,0.0625859722495079,0.05610170587897301,0.019050398841500282,4.838464260101318
img_0269,resnet50,pickup,tow truck,jeep,snowplow,limousine,0.268123060464859,0.05798567831516266,0.05321064963936806,0.03422144055366516,0.032910436391830444,4.894084453582764
img_0270,resnet50,trailer truck,tow truck,moving van,garbage truck,tractor,0.20015163719654083,0.015494444407522678,0.006115301046520472,0.004002687055617571,0.002157180104404688,5.961117744445801
img_0271,resnet50,moped,fire engine,motor scooter,beach wagon,oil filter,0.10757666826248169,0.04099130630493164,0.03911418095231056,0.031552135944366455,0.03022509627044201,5.456424713134766
img_0272,resnet50,jeep,pickup,car wheel,snowplow,golfcart,0.6335263848304749,0.013887499459087849,0.005622026976197958,0.004827595315873623,0.0036942234728485346,3.0859665870666504
img_0273,resnet50,ox,oxcart,plow,bison,water buffalo,0.4792456328868866,0.04371459782123566,0.005070224869996309,0.004707544110715389,0.00403444841504097,4.099737167358398
img_0274,resnet50,promontory,cliff,beacon,crane,steel arch bridge,0.17068074643611908,0.13035528361797333,0.040382180362939835,0.021279912441968918,0.017436135560274124,5.113113880157471
img_0275,resnet50,beach wagon,minivan,car wheel,sports car,grille,0.430801659822464,0.10434253513813019,0.0793796107172966,0.026797378435730934,0.010432695969939232,3.6400723457336426
img_0276,resnet50,steel arch bridge,tricycle,solar dish,crane,king crab,0.08062529563903809,0.027863357216119766,0.025769393891096115,0.024927817285060883,0.020665885880589485,6.0150957107543945
img_0277,resnet50,tank,half track,aircraft carrier,cassette,amphibian,0.17881204187870026,0.05265067145228386,0.0347999669611454,0.024676870554685593,0.013495425693690777,5.66063117980957
img_0278,resnet50,aircraft carrier,tank,snowmobile,warplane,space shuttle,0.3675224184989929,0.10529693961143494,0.019213486462831497,0.012308620847761631,0.011630830354988575,4.359625816345215
img_0279,resnet50,recreational vehicle,mobile home,minibus,passenger car,moving van,0.5131421089172363,0.04362843558192253,0.034378375858068466,0.011470421217381954,0.007761274930089712,3.6496217250823975
img_0280,resnet50,suit,bow tie,military uniform,microphone,sax,0.17116864025592804,0.07079842686653137,0.05428303778171539,0.02475569397211075,0.02236490696668625,5.12716007232666
img_0281,resnet50,chimpanzee,orangutan,mask,warthog,gorilla,0.09304682165384293,0.0777435302734375,0.038939494639635086,0.029107429087162018,0.02609173022210598,5.7476725578308105
img_0282,resnet50,cardigan,hair spray,toyshop,marimba,miniskirt,0.06532061100006104,0.03825029730796814,0.027658486738801003,0.017718691378831863,0.01632322371006012,6.02653169631958
img_0283,resnet50,wig,cellular telephone,syringe,burrito,crossword puzzle,0.02881312184035778,0.023288048803806305,0.0166432186961174,0.01566542312502861,0.01337320078164339,6.322549819946289
img_0284,resnet50,lab coat,seat belt,bow tie,oboe,suit,0.03554325923323631,0.02828226424753666,0.02215568721294403,0.022026250138878822,0.02151601016521454,6.08513069152832
img_0285,resnet50,sports car,convertible,car wheel,grille,pickup,0.4125675857067108,0.06037198007106781,0.0356297604739666,0.03181379660964012,0.030595028772950172,4.028707027435303
img_0286,resnet50,sports car,grille,car wheel,minivan,racer,0.4160786271095276,0.05289846286177635,0.051270946860313416,0.01700672134757042,0.013296687044203281,4.1954145431518555
img_0287,resnet50,brown bear,sloth bear,American black bear,wild boar,Arabian camel,0.31517720222473145,0.003169347532093525,0.002165532438084483,0.0014091389020904899,0.001300697447732091,5.340696811676025
img_0288,resnet50,grey whale,killer whale,great white shark,gar,seashore,0.6881777048110962,0.0037113321013748646,0.0025408142246305943,0.0024482542648911476,0.0010126419365406036,2.7518184185028076
img_0289,resnet50,jersey,hatchet,sunglasses,drumstick,sunglass,0.07633238285779953,0.0708722174167633,0.028026321902871132,0.02581905946135521,0.01952734775841236,5.827328681945801
img_0290,resnet50,pajama,Band Aid,tennis ball,wool,notebook,0.05283737927675247,0.027952317148447037,0.02590220794081688,0.022992949932813644,0.022504229098558426,6.07651424407959
img_0291,resnet50,notebook,stethoscope,drumstick,steel drum,pajama,0.041926540434360504,0.02538011223077774,0.020917925983667374,0.014546134509146214,0.013907154090702534,6.259532928466797
img_0292,resnet50,oil filter,radiator,electric fan,radio,screw,0.24656550586223602,0.08757288753986359,0.06767108291387558,0.05374175310134888,0.03429403528571129,4.212497234344482
img_0293,resnet50,bobsled,go-kart,racer,sports car,convertible,0.22913694381713867,0.07949753850698471,0.0511273629963398,0.04044507443904877,0.008346312679350376,5.161182403564453
img_0294,resnet50,sports car,racer,car wheel,convertible,grille,0.4124625027179718,0.14088255167007446,0.010165710002183914,0.0071524702943861485,0.0031987824477255344,4.028141975402832
img_0295,resnet50,paintbrush,face powder,drumstick,screwdriver,matchstick,0.36550477147102356,0.058057595044374466,0.013132727704942226,0.01076057180762291,0.006131188943982124,4.708916664123535
img_0296,resnet50,rapeseed,plow,confectionery,harvester,dishrag,0.06538545340299606,0.035549454391002655,0.03300655260682106,0.020735813304781914,0.017056815326213837,5.9892730712890625
img_0297,resnet50,bell cote,church,castle,stone wall,monastery,0.13709864020347595,0.08479461073875427,0.0728125348687172,0.037480682134628296,0.03193394094705582,5.353768825531006
img_0298,resnet50,lipstick,face powder,loupe,mask,Band Aid,0.1691637933254242,0.1257118582725525,0.015220820903778076,0.011444485746324062,0.010793178342282772,5.328979015350342
img_0299,resnet50,bulletproof vest,assault rifle,oxygen mask,military uniform,rifle,0.3259667158126831,0.11805731803178787,0.047699470072984695,0.03985439985990524,0.025332996621727943,4.232304573059082
img_0300,resnet50,puck,unicycle,stage,maze,balance beam,0.3129718601703644,0.015551547519862652,0.009827413596212864,0.00870660599321127,0.006173908244818449,5.211310863494873
img_0301,resnet50,racer,sports car,car wheel,pickup,dam,0.3174852728843689,0.0632534846663475,0.018697693943977356,0.009094747714698315,0.008627568371593952,4.968929290771484
img_0302,resnet50,cellular telephone,iPod,digital watch,tray,remote control,0.28944534063339233,0.07289792597293854,0.04688294604420662,0.00783492624759674,0.007520072627812624,4.956390380859375
img_0303,resnet50,puck,shovel,broom,rule,park bench,0.2109859436750412,0.028331635519862175,0.023718245327472687,0.015253948047757149,0.0111382519826293,5.67612361907959
img_0304,resnet50,volcano,valley,fire screen,geyser,lakeside,0.16986533999443054,0.04082214832305908,0.04018925875425339,0.038498952984809875,0.032546255737543106,5.4336628913879395
img_0305,resnet50,academic gown,military uniform,notebook,bulletproof vest,mortarboard,0.03715734928846359,0.02956661768257618,0.027775267139077187,0.0268681850284338,0.01671545021235943,6.009812355041504
img_0306,resnet50,bow tie,suit,military uniform,Windsor tie,oboe,0.1645984947681427,0.13806545734405518,0.04697440564632416,0.04227238893508911,0.03396682068705559,4.820865631103516
img_0307,resnet50,volcano,cannon,fountain,sea lion,torch,0.22134698927402496,0.04532206803560257,0.029607057571411133,0.018204787746071815,0.014742688275873661,5.211501121520996
img_0308,resnet50,disk brake,oil filter,screwdriver,moped,electric fan,0.35890132188796997,0.05130226910114288,0.03173011541366577,0.019320612773299217,0.01695076748728752,4.433295249938965
img_0309,resnet50,toyshop,shoe shop,reel,cannon,umbrella,0.08174929767847061,0.078311026096344,0.026128645986318588,0.026026777923107147,0.02342156693339348,5.645502090454102
img_0310,resnet50,oxygen mask,gasmask,crash helmet,drilling platform,rifle,0.6522378921508789,0.06114339455962181,0.014466210268437862,0.007713016588240862,0.00717529421672225,2.598580837249756
img_0311,resnet50,bulletproof vest,assault rifle,rifle,comic book,gasmask,0.23519624769687653,0.18678374588489532,0.11919165402650833,0.030136369168758392,0.02701406739652157,3.869955062866211
img_0312,resnet50,maillot tank suit,maillot,bikini,pole,hay,0.2200634628534317,0.08996175974607468,0.07755188643932343,0.024787072092294693,0.024498293176293373,4.726719856262207
img_0313,resnet50,envelope,comic book,pencil box,bib,Band Aid,0.08671880513429642,0.06295109540224075,0.04481372982263565,0.04446498304605484,0.033827174454927444,5.506803512573242
img_0314,resnet50,mountain bike,bow,alp,ski,projectile,0.04476822912693024,0.03653876483440399,0.02834547869861126,0.0279060211032629,0.022118637338280678,6.009522914886475
img_0315,resnet50,king crab,rock crab,fiddler crab,scuba diver,Dungeness crab,0.1473645269870758,0.057483792304992676,0.038743842393159866,0.030173733830451965,0.02085995301604271,5.512326240539551
img_0316,resnet50,rock beauty,coral reef,scuba diver,anemone fish,puffer,0.2273946851491928,0.10012052208185196,0.02304905466735363,0.02199356071650982,0.006866724696010351,5.207486152648926
img_0317,resnet50,street sign,barbershop,puck,parking meter,tobacco shop,0.33091145753860474,0.039676420390605927,0.03302164748311043,0.024732070043683052,0.0150300869718194,4.566269397735596
img_0318,resnet50,comic book,laptop,television,pencil box,iron,0.18794819712638855,0.029048850759863853,0.02676105499267578,0.026141135022044182,0.0224910955876112,5.292520523071289
img_0319,resnet50,fur coat,sarong,stole,maillot tank suit,maillot,0.09856686741113663,0.0268941018730402,0.01621679961681366,0.012828544713556767,0.012679086066782475,6.139817714691162
img_0320,resnet50,liner,planetarium,dock,mosque,container ship,0.24339628219604492,0.008762420155107975,0.005472683813422918,0.005408924538642168,0.0053354776464402676,5.7120890617370605
img_0321,resnet50,radio telescope,steel arch bridge,solar dish,paddlewheel,drilling platform,0.23809628188610077,0.03948023170232773,0.037819746881723404,0.021931182593107224,0.00961852353066206,5.418657302856445
