image_uid,n_subjects,concept_pref_total,concept_pref_mtl_total,z_max_mean,z_max_mtl_mean,n_sternberg,category,fine,concept_per_subject,concept_mtl_per_subject,frac_subjects_with_concept
img_0097,4,0.0,0.0,0.49580540510541093,0.3438156986869969,0,animal,wild mammal,0.0,0.0,0.0
img_0096,1,0.0,0.0,0.7289334034885748,0.7289334034885748,0,landscape_nature,bird,0.0,0.0,0.0
img_0077,2,0.0,0.0,0.5037509992783948,0.33514770083252476,0,object,watch or jewelry,0.0,0.0,0.0
img_0076,1,0.0,0.0,0.9120578719198696,0.307747995976852,0,scene_with_people,musician,0.0,0.0,0.0
img_0075,2,0.0,0.0,0.6777062452106464,0.6777062452106464,0,cartoon_art,fictional movie character,0.0,0.0,0.0
img_0030,13,0.0,0.0,0.7521469677597261,0.48403430097939465,2,landmark_place,politician,0.0,0.0,0.0
img_0037,2,0.0,0.0,0.6353925945436574,0.21213368652123435,0,food,kitchen or household item,0.0,0.0,0.0
img_0036,4,0.0,0.0,0.6865367212405423,0.4364630159685581,1,vehicle,bicycle or motorcycle,0.0,0.0,0.0
img_0034,1,0.0,0.0,0.4372101261260148,0.0340337988937947,0,food,dessert or baked goods,0.0,0.0,0.0
img_0033,3,0.0,0.0,0.5522959258153811,0.3024380469011517,0,face_person,scientist,0.0,0.0,0.0
img_0032,10,0.0,0.0,0.7197617777308639,0.647577321272289,1,landmark_place,casino or theme park,0.0,0.0,0.0
img_0031,3,0.0,0.0,0.6254519481512731,0.36823022224697216,0,face_person,painting or artwork,0.0,0.0,0.0
img_0029,3,0.0,0.0,0.5754980231069512,0.5754980231069512,0,face_person,actor,0.0,0.0,0.0
img_0074,1,0.0,0.0,0.6962976689672195,0.6962976689672195,0,object,musical instrument,0.0,0.0,0.0
img_0028,2,0.0,0.0,0.6551931375376812,0.17839333607723584,0,face_person,baby,0.0,0.0,0.0
img_0027,5,0.0,0.0,0.7524353901929863,0.40999049183278585,0,face_person,tv host,0.0,0.0,0.0
img_0019,16,0.0,0.0,0.6397673998087524,0.5950860239453419,1,face_person,scientist,0.0,0.0,0.0
img_0014,11,0.0,0.0,0.5614861435494902,0.4975620681786978,0,face_person,politician,0.0,0.0,0.0
img_0013,11,0.0,0.0,0.7421633957156616,0.6651999284474733,0,face_person,politician,0.0,0.0,0.0
img_0012,1,0.0,0.0,0.5622975469409554,0.5622975469409554,0,scene_with_people,dog,0.0,0.0,0.0
img_0041,3,0.0,0.0,0.395730252813888,0.28492496453846217,0,food,dessert or baked goods,0.0,0.0,0.0
img_0042,1,0.0,0.0,0.6865948994226401,0.6865948994226401,0,scene_with_people,boat or ship,0.0,0.0,0.0
img_0045,4,0.0,0.0,0.6975651658323945,0.5545603226972092,0,animal,dog,0.0,0.0,0.0
img_0046,1,0.0,0.0,0.6129294477698868,0.6129294477698868,0,food,cooked meal,0.0,0.0,0.0
img_0047,1,0.0,0.0,0.518416457188099,0.3597192496747861,1,face_person,fictional movie character,0.0,0.0,0.0
img_0050,1,0.0,0.0,0.7487435756634826,0.7487435756634826,0,landscape_nature,bridge,0.0,0.0,0.0
img_0052,1,0.0,0.0,0.2997507109789095,0.238950298781607,0,animal,dog,0.0,0.0,0.0
img_0053,2,0.0,0.0,0.7324934323385154,0.7324934323385154,0,face_person,fictional movie character,0.0,0.0,0.0
img_0057,3,0.0,0.0,0.866143702467468,0.3772062968067833,0,face_person,musician,0.0,0.0,0.0
img_0061,12,0.0,0.0,0.6875037669141503,0.5570465561966244,0,face_person,athlete,0.0,0.0,0.0
img_0064,1,0.0,0.0,0.9737368090956312,0.9737368090956312,0,face_person,fictional movie character,0.0,0.0,0.0
img_0066,1,0.0,0.0,0.2620467068098311,0.2620467068098311,0,object,kitchen or household item,0.0,0.0,0.0
img_0067,1,0.0,0.0,0.4286798556722077,0.4286798556722077,0,food,cooked meal,0.0,0.0,0.0
img_0068,2,0.0,0.0,0.37018678046091075,0.32630920681103337,0,face_person,fictional movie character,0.0,0.0,0.0
img_0069,2,0.0,0.0,0.5013479146907833,0.37899988338521007,1,face_person,tv host,0.0,0.0,0.0
img_0070,2,0.0,0.0,0.44915188367107467,0.3252326781682069,0,face_person,politician,0.0,0.0,0.0
img_0073,2,0.0,0.0,0.8076390353108365,0.7754230460761449,0,landscape_nature,flowers,0.0,0.0,0.0
img_0112,7,0.0,0.0,0.7593307941830807,0.4919705370679227,0,landmark_place,temple or church,0.0,0.0,0.0
img_0116,3,0.0,0.0,0.38542676880213,0.30931718026985683,0,face_person,actor,0.0,0.0,0.0
img_0199,3,0.0,0.0,0.5409263002288164,0.43282976183199773,0,landscape_nature,forest or field,0.0,0.0,0.0
img_0173,1,0.0,0.0,0.3601140670225122,0.3099540274441403,1,object,painting or artwork,0.0,0.0,0.0
img_0179,1,0.0,0.0,0.3503019057721752,0.3503019057721752,0,face_person,fictional movie character,0.0,0.0,0.0
img_0178,1,0.0,0.0,0.4041924025574837,0.2515574135668588,0,face_person,fictional movie character,0.0,0.0,0.0
img_0177,1,0.0,0.0,0.6190692479558013,0.2579991229542177,0,face_person,fictional movie character,0.0,0.0,0.0
img_0176,3,0.0,0.0,0.36003483139577114,0.23267657434232983,0,vehicle,car,0.0,0.0,0.0
img_0175,1,0.0,0.0,0.8283312212302338,0.8283312212302338,0,face_person,fictional movie character,0.0,0.0,0.0
img_0174,1,0.0,0.0,0.5294206789029954,0.3657457523840854,0,vehicle,truck or off-road vehicle,0.0,0.0,0.0
img_0171,1,0.0,0.0,1.0781010964245925,0.5590169942317625,0,face_person,fictional movie character,0.0,0.0,0.0
img_0181,3,0.0,0.0,0.45920161523652586,0.35800581802253195,0,object,kitchen or household item,0.0,0.0,0.0
img_0170,1,0.0,0.0,0.5610167896738939,0.5610167896738939,0,object,flowers,0.0,0.0,0.0
img_0169,3,0.0,0.0,0.4118819485249005,0.11683404021660283,1,landscape_nature,flowers,0.0,0.0,0.0
img_0167,3,0.0,0.0,0.38770584200319186,0.21031275884496411,0,scene_with_people,marine animal,0.0,0.0,0.0
img_0166,3,0.0,0.0,0.48298779249951723,0.3219065292663621,0,face_person,actor,0.0,0.0,0.0
img_0165,1,0.0,0.0,0.6488051270804696,0.3129110984478518,0,face_person,actor,0.0,0.0,0.0
img_0164,1,0.0,0.0,0.4912921803615033,0.4912921803615033,0,scene_with_people,actor,0.0,0.0,0.0
img_0180,3,0.0,0.0,0.7192024273475935,0.5982543120451604,0,object,watch or jewelry,0.0,0.0,0.0
img_0182,3,0.0,0.0,0.5456413437566824,0.4326542446491506,0,object,kitchen or household item,0.0,0.0,0.0
img_0117,1,0.0,0.0,0.5303587314246927,0.5303587314246927,0,landmark_place,famous monument,0.0,0.0,0.0
img_0191,3,0.0,0.0,0.6326045441816416,0.528299433899837,0,face_person,child,0.0,0.0,0.0
img_0198,3,0.0,0.0,0.7208553121944531,0.8278264775320878,1,landscape_nature,bridge,0.0,0.0,0.0
img_0197,3,0.0,0.0,0.5454545217651606,0.40922897497817057,0,face_person,child,0.0,0.0,0.0
img_0196,3,0.0,0.0,0.6479845552460156,0.5321936983191861,0,face_person,couple,0.0,0.0,0.0
img_0195,3,0.0,0.0,0.7458665315348466,0.9248504826340604,1,face_person,elderly person,0.0,0.0,0.0
img_0193,3,0.0,0.0,0.7491226759017985,0.7048385599236859,1,face_person,elderly person,0.0,0.0,0.0
img_0192,3,0.0,0.0,0.4523643820482967,0.4827989423947203,0,face_person,child,0.0,0.0,0.0
img_0190,3,0.0,0.0,0.6564701877391852,0.7132964337790462,0,face_person,child,0.0,0.0,0.0
img_0183,3,0.0,0.0,0.7378984248896509,0.39770279747222465,0,food,kitchen or household item,0.0,0.0,0.0
img_0189,3,0.0,0.0,0.8008478798894717,0.9306154509924054,0,face_person,child,0.0,0.0,0.0
img_0188,3,0.0,0.0,0.5793593342672635,0.4225048188216465,0,object,toy or ball,0.0,0.0,0.0
img_0187,3,0.0,0.0,0.4476772069321879,0.48868665661920185,1,object,phone or computer,0.0,0.0,0.0
img_0186,3,0.0,0.0,0.6289488154894135,0.3764561383204616,1,object,phone or computer,0.0,0.0,0.0
img_0185,3,0.0,0.0,0.947247175007106,0.771371329532303,0,object,clothing or bag,0.0,0.0,0.0
img_0184,3,0.0,0.0,0.46047853991097815,0.4459759651176002,0,object,watch or jewelry,0.0,0.0,0.0
img_0163,1,0.0,0.0,0.5486014083861498,0.3512567361582845,0,face_person,actor,0.0,0.0,0.0
img_0162,1,0.0,0.0,0.6667653416470859,0.2541623025041948,0,face_person,superhero,0.0,0.0,0.0
img_0161,1,0.0,0.0,0.4480706721447303,0.1756311597137664,0,face_person,politician,0.0,0.0,0.0
img_0127,3,0.0,0.0,0.909322960194301,0.909322960194301,0,scene_with_people,airplane or spacecraft,0.0,0.0,0.0
img_0135,1,0.0,0.0,0.7308956942921744,0.7308956942921744,0,face_person,politician,0.0,0.0,0.0
img_0134,4,0.0,0.0,0.5636940768901022,0.4470976195745874,0,face_person,actor,0.0,0.0,0.0
img_0133,1,0.0,0.0,0.8582431963660473,0.7378904089387028,0,landmark_place,famous monument,0.0,0.0,0.0
img_0132,1,0.0,0.0,0.95632111476339,0.5720885346178008,0,landmark_place,temple or church,0.0,0.0,0.0
img_0129,1,0.0,0.0,0.6767928880880373,0.5291057853608013,0,landmark_place,skyline or city at night,0.0,0.0,0.0
img_0128,2,0.0,0.0,0.7369392691636091,0.5313163986481473,0,landmark_place,bridge,0.0,0.0,0.0
img_0126,4,0.0,0.0,0.6766541158315516,0.6017895954780781,2,face_person,actor,0.0,0.0,0.0
img_0160,1,0.0,0.0,0.4299734583485183,0.4299734583485183,0,face_person,superhero,0.0,0.0,0.0
img_0125,1,0.0,0.0,0.590687259640918,0.5511118991760936,0,landmark_place,famous monument,0.0,0.0,0.0
img_0123,4,0.0,0.0,0.4373517387440623,0.4136285424362249,0,landmark_place,bridge,0.0,0.0,0.0
img_0121,1,0.0,0.0,0.757314953626763,0.757314953626763,0,face_person,actor,0.0,0.0,0.0
img_0120,4,0.0,0.0,0.47771673683599036,0.2994267587683208,0,face_person,fictional movie character,0.0,0.0,0.0
img_0119,1,0.0,0.0,0.6963840734359007,0.6963840734359007,0,face_person,actor,0.0,0.0,0.0
img_0118,1,0.0,0.0,0.5667277791461903,0.5667277791461903,0,face_person,actor,0.0,0.0,0.0
img_0137,1,0.0,0.0,1.0906942607125198,1.0906942607125198,0,face_person,musician,0.0,0.0,0.0
img_0138,5,0.0,0.0,0.5954063271764427,0.4216664098983334,1,animal,bird,0.0,0.0,0.0
img_0140,3,0.0,0.0,0.41163834320177206,0.21448510707181798,0,animal,bird,0.0,0.0,0.0
img_0141,4,0.0,0.0,0.6598268508557042,0.30130567150119814,0,animal,wild mammal,0.0,0.0,0.0
img_0142,4,0.0,0.0,0.44816842840307697,0.275561425627175,0,animal,desert,0.0,0.0,0.0
img_0143,3,0.0,0.0,0.443454061485879,0.30714268601264205,0,object,marine animal,0.0,0.0,0.0
img_0144,4,0.0,0.0,0.47969868087270795,0.330068140923956,0,animal,wild mammal,0.0,0.0,0.0
img_0145,4,0.0,0.0,0.5235798901037041,0.2146678012705147,0,animal,marine animal,0.0,0.0,0.0
img_0148,1,0.0,0.0,1.007681589706916,1.007681589706916,0,face_person,politician,0.0,0.0,0.0
img_0149,1,0.0,0.0,0.9661752542041138,0.9661752542041138,0,face_person,actor,0.0,0.0,0.0
img_0150,4,0.0,0.0,0.6411635600167287,0.5496192253780189,0,face_person,actor,0.0,0.0,0.0
img_0151,1,0.0,0.0,1.922144835010769,1.922144835010769,0,face_person,elderly person,0.0,0.0,0.0
img_0153,2,0.0,0.0,1.225412256163021,1.225412256163021,0,face_person,actor,0.0,0.0,0.0
img_0155,1,0.0,0.0,0.6945498122565946,0.6945498122565946,0,face_person,actor,0.0,0.0,0.0
img_0157,1,0.0,0.0,0.6357052067297918,0.6357052067297918,0,food,fictional movie character,0.0,0.0,0.0
img_0158,1,0.0,0.0,2.0868463127797687,2.0868463127797687,0,face_person,musician,0.0,0.0,0.0
img_0159,1,0.0,0.0,0.3213741339636123,0.3213741339636123,0,animal,big cat,0.0,0.0,0.0
img_0342,1,0.0,0.0,0.3818165946604823,0.1908447831278899,0,face_person,athlete,0.0,0.0,0.0
