group,subject,unit,area,hemisphere,pref_image,pref_desc,pref_desc_type,n_images,text_variant,text_centering,image_space,rho_text,rho_text_null,rho_img,rho_text_given_img,rho_img_given_text,rho_text_img
MTL concept,13,25,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,identity+fine,raw,clip_embed,0.09465694035206337,-0.013744500008851458,-0.01916500458374797,0.11159129596636128,-0.062371957295202035,0.39901730192622276
MTL concept,13,25,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,identity+fine,raw,clip_ln_post,0.09465694035206337,-0.013744500008851458,0.04508363445299223,0.08332108269064385,-0.0009475940140562412,0.484999810084128
MTL concept,13,25,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,identity+fine,raw,resnet50_avgpool,0.09465694035206337,-0.013744500008851458,0.049696487949878375,0.09747787451380624,-0.05491165690804219,0.8391358555539529
MTL concept,13,25,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,identity+fine,centred,clip_embed,-0.08842672483229543,-0.2028166544436472,-0.01916500458374797,-0.09097439834107553,0.028771265247543597,0.49781445358742876
MTL concept,13,25,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,identity+fine,centred,clip_ln_post,-0.08842672483229543,-0.2028166544436472,0.04508363445299223,-0.12832224010006768,0.10358706453447278,0.5004094679464299
MTL concept,13,25,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,identity+fine,centred,resnet50_avgpool,-0.08842672483229543,-0.2028166544436472,0.049696487949878375,-0.21115338369747916,0.19858106807645962,0.7949813891643164
MTL concept,13,25,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,fine-only,raw,clip_embed,0.06286192891895702,-0.2599542128396532,-0.01916500458374797,0.08535955289291328,-0.06094200836022515,0.5209850995039256
MTL concept,13,25,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,fine-only,raw,clip_ln_post,0.06286192891895702,-0.2599542128396532,0.04508363445299223,0.047200977538269455,0.01747922288561893,0.47262830398234484
MTL concept,13,25,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,fine-only,raw,resnet50_avgpool,0.06286192891895702,-0.2599542128396532,0.049696487949878375,0.05705321005378642,0.042096927206378636,0.12768821555175985
MTL concept,13,25,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,fine-only,centred,clip_embed,0.23829074166788994,-0.2882441248063653,-0.01916500458374797,0.2644002630865162,-0.11948784517213425,0.37167836560722817
MTL concept,13,25,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,fine-only,centred,clip_ln_post,0.23829074166788994,-0.2882441248063653,0.04508363445299223,0.2423241316636696,-0.06390276819182385,0.4249557171375513
MTL concept,13,25,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,fine-only,centred,resnet50_avgpool,0.23829074166788994,-0.2882441248063653,0.049696487949878375,0.28705258922745897,-0.1719346511687912,0.7053123066508401
MTL concept,13,26,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,identity+fine,raw,clip_embed,0.2054168961956472,0.23382451796330989,0.05720602346700659,0.19945637397997068,-0.02758989393634459,0.39901730192622276
MTL concept,13,26,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,identity+fine,raw,clip_ln_post,0.2054168961956472,0.23382451796330989,0.08531434896653799,0.18826418719707527,-0.016723208766649983,0.484999810084128
MTL concept,13,26,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,identity+fine,raw,resnet50_avgpool,0.2054168961956472,0.23382451796330989,0.1733431300887166,0.11192801021518935,0.0018230436116184875,0.8391358555539529
MTL concept,13,26,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,identity+fine,centred,clip_embed,-0.00842648906545212,0.08138902195843979,0.05720602346700659,-0.04262159491185765,0.07079925703596346,0.49781445358742876
MTL concept,13,26,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,identity+fine,centred,clip_ln_post,-0.00842648906545212,0.08138902195843979,0.08531434896653799,-0.05925885050398536,0.10341346018283265,0.5004094679464299
MTL concept,13,26,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,identity+fine,centred,resnet50_avgpool,-0.00842648906545212,0.08138902195843979,0.1733431300887166,-0.2447585249790666,0.29679918700661656,0.7949813891643164
MTL concept,13,26,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,fine-only,raw,clip_embed,0.06492800757799033,0.05322540923012971,0.05720602346700659,0.04121783860882227,0.027448306821130305,0.5209850995039256
MTL concept,13,26,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,fine-only,raw,clip_ln_post,0.06492800757799033,0.05322540923012971,0.08531434896653799,0.028023533190982504,0.06211893099148977,0.47262830398234484
MTL concept,13,26,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,fine-only,raw,resnet50_avgpool,0.06492800757799033,0.05322540923012971,0.1733431300887166,0.043810547472643874,0.16676668665863625,0.12768821555175985
MTL concept,13,26,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,fine-only,centred,clip_embed,0.30881185990926374,0.3488654484667868,0.05720602346700659,0.3102468856486183,-0.06520222617294716,0.37167836560722817
MTL concept,13,26,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,fine-only,centred,clip_ln_post,0.30881185990926374,0.3488654484667868,0.08531434896653799,0.30219854484644093,-0.053331718994986003,0.4249557171375513
MTL concept,13,26,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,fine-only,centred,resnet50_avgpool,0.30881185990926374,0.3488654484667868,0.1733431300887166,0.2672015883683499,-0.06594853893445862,0.7053123066508401
MTL concept,13,28,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,identity+fine,raw,clip_embed,0.04746920631293249,0.04587331749896364,-0.10075980567618094,0.09610471879143559,-0.13069065283702092,0.39901730192622276
MTL concept,13,28,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,identity+fine,raw,clip_ln_post,0.04746920631293249,0.04587331749896364,-0.06417318595317496,0.0900563043643704,-0.09982015492565229,0.484999810084128
MTL concept,13,28,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,identity+fine,raw,resnet50_avgpool,0.04746920631293249,0.04587331749896364,0.01654684055765218,0.06175290730568635,-0.04286011167578809,0.8391358555539529
MTL concept,13,28,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,identity+fine,centred,clip_embed,-0.1348120587992107,-0.04737538873714685,-0.10075980567618094,-0.09810561796511337,-0.03915491536776787,0.49781445358742876
MTL concept,13,28,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,identity+fine,centred,clip_ln_post,-0.1348120587992107,-0.04737538873714685,-0.06417318595317496,-0.11886421265003529,0.00383273251129002,0.5004094679464299
MTL concept,13,28,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,identity+fine,centred,resnet50_avgpool,-0.1348120587992107,-0.04737538873714685,0.01654684055765218,-0.24394741105895149,0.20582390163280467,0.7949813891643164
MTL concept,13,28,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,fine-only,raw,clip_embed,-0.017918635232649343,-0.2181499177931407,-0.10075980567618094,0.04071459616576509,-0.10712606747474888,0.5209850995039256
MTL concept,13,28,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,fine-only,raw,clip_ln_post,-0.017918635232649343,-0.2181499177931407,-0.06417318595317496,0.014112790729618262,-0.06321988778665594,0.47262830398234484
MTL concept,13,28,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,fine-only,raw,resnet50_avgpool,-0.017918635232649343,-0.2181499177931407,0.01654684055765218,-0.02019956101398784,0.018993336226902423,0.12768821555175985
MTL concept,13,28,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,fine-only,centred,clip_embed,0.23346559441154172,-0.13024680915599804,-0.10075980567618094,0.2933142083461022,-0.2077463132415643,0.37167836560722817
MTL concept,13,28,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,fine-only,centred,clip_ln_post,0.23346559441154172,-0.13024680915599804,-0.06417318595317496,0.2886332538837237,-0.18562370389721822,0.4249557171375513
MTL concept,13,28,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,fine-only,centred,resnet50_avgpool,0.23346559441154172,-0.13024680915599804,0.01654684055765218,0.3129162114971598,-0.21488167948415973,0.7053123066508401
MTL concept,13,30,amygdala,L,img_0258,a photo of a horse,fine,62,identity+fine,raw,clip_embed,0.15274866196461911,0.2235633314515763,-0.014975468930807031,0.19342150006365644,-0.12098393624421856,0.5537458310338629
MTL concept,13,30,amygdala,L,img_0258,a photo of a horse,fine,62,identity+fine,raw,clip_ln_post,0.15274866196461911,0.2235633314515763,0.006472448436196259,0.18338309991021984,-0.102881748362835,0.5831224013503233
MTL concept,13,30,amygdala,L,img_0258,a photo of a horse,fine,62,identity+fine,raw,resnet50_avgpool,0.15274866196461911,0.2235633314515763,0.16541547630859224,0.03411382537542558,0.07270044654908762,0.801909825559708
MTL concept,13,30,amygdala,L,img_0258,a photo of a horse,fine,62,identity+fine,centred,clip_embed,0.10376504832299532,0.18748887396012687,-0.014975468930807031,0.14312520662800157,-0.10022710022724098,0.6139757183820235
MTL concept,13,30,amygdala,L,img_0258,a photo of a horse,fine,62,identity+fine,centred,clip_ln_post,0.10376504832299532,0.18748887396012687,0.006472448436196259,0.13455584144670993,-0.08636863778090177,0.6739648925569014
MTL concept,13,30,amygdala,L,img_0258,a photo of a horse,fine,62,identity+fine,centred,resnet50_avgpool,0.10376504832299532,0.18748887396012687,0.16541547630859224,-0.06046459276987091,0.14272476080753813,0.828939025421107
MTL concept,13,30,amygdala,L,img_0258,a photo of a horse,fine,62,fine-only,raw,clip_embed,-0.1654253481116658,-0.032285355690084026,-0.014975468930807031,-0.1674038965535499,-0.030019316504317876,-0.08774984151726385
MTL concept,13,30,amygdala,L,img_0258,a photo of a horse,fine,62,fine-only,raw,clip_ln_post,-0.1654253481116658,-0.032285355690084026,0.006472448436196259,-0.1656782459841322,-0.011312838412097915,-0.10618892738588866
MTL concept,13,30,amygdala,L,img_0258,a photo of a horse,fine,62,fine-only,raw,resnet50_avgpool,-0.1654253481116658,-0.032285355690084026,0.16541547630859224,-0.15290044902542455,0.15288972473264278,-0.09234698347355111
MTL concept,13,30,amygdala,L,img_0258,a photo of a horse,fine,62,fine-only,centred,clip_embed,0.25602157201665343,0.2073623224060428,-0.014975468930807031,0.27654095327809997,-0.10916056055238339,0.33050693951094007
MTL concept,13,30,amygdala,L,img_0258,a photo of a horse,fine,62,fine-only,centred,clip_ln_post,0.25602157201665343,0.2073623224060428,0.006472448436196259,0.2739474912310326,-0.10103483562746692,0.37839661750148795
MTL concept,13,30,amygdala,L,img_0258,a photo of a horse,fine,62,fine-only,centred,resnet50_avgpool,0.25602157201665343,0.2073623224060428,0.16541547630859224,0.1991166469732588,0.020108008678854594,0.5844964230443626
MTL concept,13,31,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,identity+fine,raw,clip_embed,0.22081446071356553,0.27772465992053735,0.0315150139785871,0.22721458489318447,-0.06328209851997402,0.39901730192622276
MTL concept,13,31,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,identity+fine,raw,clip_ln_post,0.22081446071356553,0.27772465992053735,0.07988039430217682,0.20886585813086175,-0.03190725356203695,0.484999810084128
MTL concept,13,31,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,identity+fine,raw,resnet50_avgpool,0.22081446071356553,0.27772465992053735,0.18055053169667964,0.12955186795948315,-0.00894031823475499,0.8391358555539529
MTL concept,13,31,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,identity+fine,centred,clip_embed,-0.011213670030338609,0.15235193265330826,0.0315150139785871,-0.031034451002946252,0.04277686727491642,0.49781445358742876
MTL concept,13,31,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,identity+fine,centred,clip_ln_post,-0.011213670030338609,0.15235193265330826,0.07988039430217682,-0.05931084456114752,0.09875063048514636,0.5004094679464299
MTL concept,13,31,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,identity+fine,centred,resnet50_avgpool,-0.011213670030338609,0.15235193265330826,0.18055053169667964,-0.2593552227781734,0.3123418082055647,0.7949813891643164
MTL concept,13,31,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,fine-only,raw,clip_embed,0.08683665928898918,-0.21276853305111135,0.0315150139785871,0.08253939458730876,-0.016141270207223536,0.5209850995039256
MTL concept,13,31,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,fine-only,raw,clip_ln_post,0.08683665928898918,-0.21276853305111135,0.07988039430217682,0.05587473494533067,0.044239062731093036,0.47262830398234484
MTL concept,13,31,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,fine-only,raw,resnet50_avgpool,0.08683665928898918,-0.21276853305111135,0.18055053169667964,0.0653834238590869,0.17150898612525906,0.12768821555175985
MTL concept,13,31,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,fine-only,centred,clip_embed,0.3674488933213003,0.19674214322558048,0.0315150139785871,0.3833767442189581,-0.12167679115253545,0.37167836560722817
MTL concept,13,31,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,fine-only,centred,clip_ln_post,0.3674488933213003,0.19674214322558048,0.07988039430217682,0.3696058086587543,-0.09059286790722101,0.4249557171375513
MTL concept,13,31,amygdala,L,img_0269,a photo of a truck or off-road vehicle,fine,62,fine-only,centred,resnet50_avgpool,0.3674488933213003,0.19674214322558048,0.18055053169667964,0.344360827482074,-0.11924026496326762,0.7053123066508401
MTL concept,13,32,hippocampus,L,img_0010,a photo of Barack Obama,identity,62,identity+fine,raw,clip_embed,0.015632235621533222,-0.00882240342365073,0.1581580090228729,-0.07445460685492626,0.173729065962673,0.5011026303399608
MTL concept,13,32,hippocampus,L,img_0010,a photo of Barack Obama,identity,62,identity+fine,raw,clip_ln_post,0.015632235621533222,-0.00882240342365073,0.266050508780159,-0.14107718313883744,0.2984196115870396,0.5011026303399608
MTL concept,13,32,hippocampus,L,img_0010,a photo of Barack Obama,identity,62,identity+fine,raw,resnet50_avgpool,0.015632235621533222,-0.00882240342365073,0.1892482510396852,-0.0326999941491632,0.19133863496684797,0.24701071071623315
MTL concept,13,32,hippocampus,L,img_0010,a photo of Barack Obama,identity,62,identity+fine,centred,clip_embed,0.12208829084114868,0.08629897863252767,0.1581580090228729,-0.007526936604844346,0.10157474904452429,0.800126163909105
MTL concept,13,32,hippocampus,L,img_0010,a photo of Barack Obama,identity,62,identity+fine,centred,clip_ln_post,0.12208829084114868,0.08629897863252767,0.266050508780159,-0.14683650046873145,0.2775982113732894,0.7870733703807794
MTL concept,13,32,hippocampus,L,img_0010,a photo of Barack Obama,identity,62,identity+fine,centred,resnet50_avgpool,0.12208829084114868,0.08629897863252767,0.1892482510396852,-0.04516985672608927,0.15239009065734552,0.7890892458291695
MTL concept,13,32,hippocampus,L,img_0010,a photo of Barack Obama,identity,62,fine-only,raw,clip_embed,0.24078722968297245,0.10958663611570547,0.1581580090228729,0.1838839169313931,0.0017715651430943917,0.6514192537176471
MTL concept,13,32,hippocampus,L,img_0010,a photo of Barack Obama,identity,62,fine-only,raw,clip_ln_post,0.24078722968297245,0.10958663611570547,0.266050508780159,0.07386355127412311,0.13774657645313626,0.7190581894453156
MTL concept,13,32,hippocampus,L,img_0010,a photo of Barack Obama,identity,62,fine-only,raw,resnet50_avgpool,0.24078722968297245,0.10958663611570547,0.1892482510396852,0.15655414211421995,0.03947347064585251,0.6674768733976758
MTL concept,13,32,hippocampus,L,img_0010,a photo of Barack Obama,identity,62,fine-only,centred,clip_embed,0.12445329072996968,0.18328968977006505,0.1581580090228729,0.019978263320608168,0.10035167627900114,0.697515438537652
MTL concept,13,32,hippocampus,L,img_0010,a photo of Barack Obama,identity,62,fine-only,centred,clip_ln_post,0.12445329072996968,0.18328968977006505,0.266050508780159,-0.07935098866964937,0.2492129498066811,0.6788813609397955
MTL concept,13,32,hippocampus,L,img_0010,a photo of Barack Obama,identity,62,fine-only,centred,resnet50_avgpool,0.12445329072996968,0.18328968977006505,0.1892482510396852,-0.030674080849329804,0.146858882271687,0.7608915019124758
MTL concept,13,33,hippocampus,L,img_0008,a photo of Robert De Niro,identity,62,identity+fine,raw,clip_embed,-0.27444850193896403,-0.31074462906954164,0.153014957234512,-0.369924650991514,0.29730372250830733,0.3980598057277148
MTL concept,13,33,hippocampus,L,img_0008,a photo of Robert De Niro,identity,62,identity+fine,raw,clip_ln_post,-0.27444850193896403,-0.31074462906954164,0.15432990976734867,-0.3747318621420343,0.3042135245231185,0.4099030739870062
MTL concept,13,33,hippocampus,L,img_0008,a photo of Robert De Niro,identity,62,identity+fine,raw,resnet50_avgpool,-0.27444850193896403,-0.31074462906954164,0.1392838182858523,-0.398352937923158,0.3283361635247881,0.4932343253348288
MTL concept,13,33,hippocampus,L,img_0008,a photo of Robert De Niro,identity,62,identity+fine,centred,clip_embed,0.07077741254612391,-0.2795975261410375,0.153014957234512,-0.0796797669504197,0.15725210726323585,0.7827841747284044
MTL concept,13,33,hippocampus,L,img_0008,a photo of Robert De Niro,identity,62,identity+fine,centred,clip_ln_post,0.07077741254612391,-0.2795975261410375,0.15432990976734867,-0.08474061628039294,0.16108445797091098,0.7907218844579772
MTL concept,13,33,hippocampus,L,img_0008,a photo of Robert De Niro,identity,62,identity+fine,centred,resnet50_avgpool,0.07077741254612391,-0.2795975261410375,0.1392838182858523,-0.07074323264783325,0.13926670397065272,0.805916928797445
MTL concept,13,33,hippocampus,L,img_0008,a photo of Robert De Niro,identity,62,fine-only,raw,clip_embed,0.18988685827230303,0.0003043524015416645,0.153014957234512,0.11522443472549457,0.018287505490781373,0.7424824969893736
MTL concept,13,33,hippocampus,L,img_0008,a photo of Robert De Niro,identity,62,fine-only,raw,clip_ln_post,0.18988685827230303,0.0003043524015416645,0.15432990976734867,0.11509095590793623,0.026776764581953296,0.7161114101397817
MTL concept,13,33,hippocampus,L,img_0008,a photo of Robert De Niro,identity,62,fine-only,raw,resnet50_avgpool,0.18988685827230303,0.0003043524015416645,0.1392838182858523,0.13216241758068614,0.022104944381866155,0.6462937051088696
MTL concept,13,33,hippocampus,L,img_0008,a photo of Robert De Niro,identity,62,fine-only,centred,clip_embed,0.2499081573027162,-0.26518411507930617,0.153014957234512,0.20320619831827644,-0.0370279164949578,0.7128927152116352
MTL concept,13,33,hippocampus,L,img_0008,a photo of Robert De Niro,identity,62,fine-only,centred,clip_ln_post,0.2499081573027162,-0.26518411507930617,0.15432990976734867,0.2005990227522451,-0.026232721859181043,0.6910150763380651
MTL concept,13,33,hippocampus,L,img_0008,a photo of Robert De Niro,identity,62,fine-only,centred,resnet50_avgpool,0.2499081573027162,-0.26518411507930617,0.1392838182858523,0.21342712643946019,-0.04148269329371194,0.6758068331488165
MTL concept,13,35,hippocampus,L,img_0010,a photo of Barack Obama,identity,62,identity+fine,raw,clip_embed,0.08767172527080448,0.02092715485030777,0.36614168073220715,-0.11896619958981204,0.3737683991391066,0.5011026303399608
MTL concept,13,35,hippocampus,L,img_0010,a photo of Barack Obama,identity,62,identity+fine,raw,clip_ln_post,0.08767172527080448,0.02092715485030777,0.35787242016068865,-0.11342912338087617,0.36417590836290914,0.5011026303399608
MTL concept,13,35,hippocampus,L,img_0010,a photo of Barack Obama,identity,62,identity+fine,raw,resnet50_avgpool,0.08767172527080448,0.02092715485030777,0.3337705509339455,0.005722106448510851,0.3233405998651362,0.24701071071623315
MTL concept,13,35,hippocampus,L,img_0010,a photo of Barack Obama,identity,62,identity+fine,centred,clip_embed,0.32046725742145804,0.1774826536829305,0.36614168073220715,0.04928118753396302,0.19311535296710278,0.800126163909105
MTL concept,13,35,hippocampus,L,img_0010,a photo of Barack Obama,identity,62,identity+fine,centred,clip_ln_post,0.32046725742145804,0.1774826536829305,0.35787242016068865,0.06735253848989174,0.18079151013787625,0.7870733703807794
MTL concept,13,35,hippocampus,L,img_0010,a photo of Barack Obama,identity,62,identity+fine,centred,resnet50_avgpool,0.32046725742145804,0.1774826536829305,0.3337705509339455,0.09859644574405138,0.1390202586078391,0.7890892458291695
MTL concept,13,35,hippocampus,L,img_0010,a photo of Barack Obama,identity,62,fine-only,raw,clip_embed,0.14804813230977248,-0.04510931511218163,0.36614168073220715,-0.12812962870746572,0.3594292733720819,0.6514192537176471
MTL concept,13,35,hippocampus,L,img_0010,a photo of Barack Obama,identity,62,fine-only,raw,clip_ln_post,0.14804813230977248,-0.04510931511218163,0.35787242016068865,-0.16840649439469832,0.3658086133015331,0.7190581894453156
MTL concept,13,35,hippocampus,L,img_0010,a photo of Barack Obama,identity,62,fine-only,raw,resnet50_avgpool,0.14804813230977248,-0.04510931511218163,0.3337705509339455,-0.10647226378975663,0.31904390129783655,0.6674768733976758
MTL concept,13,35,hippocampus,L,img_0010,a photo of Barack Obama,identity,62,fine-only,centred,clip_embed,0.3236308988030591,0.08616471815407023,0.36614168073220715,0.10234005310994074,0.2070837825306406,0.697515438537652
MTL concept,13,35,hippocampus,L,img_0010,a photo of Barack Obama,identity,62,fine-only,centred,clip_ln_post,0.3236308988030591,0.08616471815407023,0.35787242016068865,0.11767172671866855,0.1988755162471962,0.6788813609397955
MTL concept,13,35,hippocampus,L,img_0010,a photo of Barack Obama,identity,62,fine-only,centred,resnet50_avgpool,0.3236308988030591,0.08616471815407023,0.3337705509339455,0.1138978003851153,0.142554467207389,0.7608915019124758
MTL concept,13,37,hippocampus,L,img_0056,a photo of Harrison Ford,identity,62,identity+fine,raw,clip_embed,0.12514695862916608,-0.13822915350409676,0.21774284177953981,0.08691288937997133,0.1989109293499908,0.1924526420873161
MTL concept,13,37,hippocampus,L,img_0056,a photo of Harrison Ford,identity,62,identity+fine,raw,clip_ln_post,0.12514695862916608,-0.13822915350409676,0.1791302612498902,0.09087763641162117,0.1575060949915203,0.21072266506928597
MTL concept,13,37,hippocampus,L,img_0056,a photo of Harrison Ford,identity,62,identity+fine,raw,resnet50_avgpool,0.12514695862916608,-0.13822915350409676,0.2869657980208231,0.05778333636683869,0.26619800614282485,0.24930391360086654
MTL concept,13,37,hippocampus,L,img_0056,a photo of Harrison Ford,identity,62,identity+fine,centred,clip_embed,0.12361637312229423,-0.16769757294055843,0.21774284177953981,-0.005455637736506126,0.1807161936369166,0.5875061311784382
MTL concept,13,37,hippocampus,L,img_0056,a photo of Harrison Ford,identity,62,identity+fine,centred,clip_ln_post,0.12361637312229423,-0.16769757294055843,0.1791302612498902,0.016474431922363385,0.13165950523747152,0.6190309733378372
MTL concept,13,37,hippocampus,L,img_0056,a photo of Harrison Ford,identity,62,identity+fine,centred,resnet50_avgpool,0.12361637312229423,-0.16769757294055843,0.2869657980208231,-0.10293481026471671,0.27925446722388714,0.6820554579426787
MTL concept,13,37,hippocampus,L,img_0056,a photo of Harrison Ford,identity,62,fine-only,raw,clip_embed,0.2793050533447535,0.12261316834536697,0.21774284177953981,0.19545055988926405,0.0792483995559154,0.5525045810930317
MTL concept,13,37,hippocampus,L,img_0056,a photo of Harrison Ford,identity,62,fine-only,raw,clip_ln_post,0.2793050533447535,0.12261316834536697,0.1791302612498902,0.2178488783280561,0.0035548984128147164,0.6318704382591407
MTL concept,13,37,hippocampus,L,img_0056,a photo of Harrison Ford,identity,62,fine-only,raw,resnet50_avgpool,0.2793050533447535,0.12261316834536697,0.2869657980208231,0.10985008823120933,0.12928794690687,0.7181069234167146
MTL concept,13,37,hippocampus,L,img_0056,a photo of Harrison Ford,identity,62,fine-only,centred,clip_embed,0.26540200082367416,-0.28869357417410313,0.21774284177953981,0.1859368922369072,0.10323670834994199,0.49444474368766167
MTL concept,13,37,hippocampus,L,img_0056,a photo of Harrison Ford,identity,62,fine-only,centred,clip_ln_post,0.26540200082367416,-0.28869357417410313,0.1791302612498902,0.20245120961793076,0.03769405895895807,0.5616439577796901
MTL concept,13,37,hippocampus,L,img_0056,a photo of Harrison Ford,identity,62,fine-only,centred,resnet50_avgpool,0.26540200082367416,-0.28869357417410313,0.2869657980208231,0.09892520110565164,0.14991504553817336,0.6839414748546937
MTL concept,13,46,hippocampus,L,img_0054,a photo of Angelina Jolie,identity,62,identity+fine,raw,clip_embed,0.11640339707936004,-0.06143588437317903,0.17027865402435288,0.03733492230424589,0.13049633129936192,0.495999168659667
MTL concept,13,46,hippocampus,L,img_0054,a photo of Angelina Jolie,identity,62,identity+fine,raw,clip_ln_post,0.11640339707936004,-0.06143588437317903,0.16994939290546004,0.038481160950174474,0.1303895727949477,0.49047966571574075
MTL concept,13,46,hippocampus,L,img_0054,a photo of Angelina Jolie,identity,62,identity+fine,raw,resnet50_avgpool,0.11640339707936004,-0.06143588437317903,0.09193983550623247,0.08152429866282516,0.03890661101983989,0.5029048481420221
MTL concept,13,46,hippocampus,L,img_0054,a photo of Angelina Jolie,identity,62,identity+fine,centred,clip_embed,0.08654207265438485,-0.1782259678576341,0.17027865402435288,-0.08350394588805288,0.1687880107862698,0.7988913439112868
MTL concept,13,46,hippocampus,L,img_0054,a photo of Angelina Jolie,identity,62,identity+fine,centred,clip_ln_post,0.08654207265438485,-0.1782259678576341,0.16994939290546004,-0.08098458664266632,0.167247831354424,0.7944303757785245
MTL concept,13,46,hippocampus,L,img_0054,a photo of Angelina Jolie,identity,62,identity+fine,centred,resnet50_avgpool,0.08654207265438485,-0.1782259678576341,0.09193983550623247,0.02077718908914973,0.03744256204957642,0.8090230342467128
MTL concept,13,46,hippocampus,L,img_0054,a photo of Angelina Jolie,identity,62,fine-only,raw,clip_embed,0.14326052594002023,0.11165330581566647,0.17027865402435288,0.03555629857754613,0.0995091006228134,0.6929846635183046
MTL concept,13,46,hippocampus,L,img_0054,a photo of Angelina Jolie,identity,62,fine-only,raw,clip_ln_post,0.14326052594002023,0.11165330581566647,0.16994939290546004,0.03655451400307963,0.0992935160548058,0.6894237729368148
MTL concept,13,46,hippocampus,L,img_0054,a photo of Angelina Jolie,identity,62,fine-only,raw,resnet50_avgpool,0.14326052594002023,0.11165330581566647,0.09193983550623247,0.11196404918092658,-0.019153779332250726,0.7319271690265126
MTL concept,13,46,hippocampus,L,img_0054,a photo of Angelina Jolie,identity,62,fine-only,centred,clip_embed,0.16526059127133094,-0.2161325847625869,0.17027865402435288,0.05341892386540848,0.06767329703981453,0.7752739810585132
MTL concept,13,46,hippocampus,L,img_0054,a photo of Angelina Jolie,identity,62,fine-only,centred,clip_ln_post,0.16526059127133094,-0.2161325847625869,0.16994939290546004,0.057646108351278494,0.07023936403430205,0.752125822663402
MTL concept,13,46,hippocampus,L,img_0054,a photo of Angelina Jolie,identity,62,fine-only,centred,resnet50_avgpool,0.16526059127133094,-0.2161325847625869,0.09193983550623247,0.15085756754309168,-0.061738181346985894,0.7847149965871627
MTL concept,13,75,amygdala,R,img_0015,a photo of Elvis Presley,identity,62,identity+fine,raw,clip_embed,0.29130891013235505,-0.7344998979785311,0.6550682555422989,0.03678630714111871,0.6140198360192499,0.405922896871575
MTL concept,13,75,amygdala,R,img_0015,a photo of Elvis Presley,identity,62,identity+fine,raw,clip_ln_post,0.29130891013235505,-0.7344998979785311,0.73335192298989,-0.05156019313210524,0.7044773612580766,0.4401488557658752
MTL concept,13,75,amygdala,R,img_0015,a photo of Elvis Presley,identity,62,identity+fine,raw,resnet50_avgpool,0.29130891013235505,-0.7344998979785311,0.7111039415427632,0.007357820004652924,0.6781288313447085,0.4029993245359794
